id,source_path,sha256,curated_destination,public_destination,match_basis,confidence,code_usage,notes
cf-0162196808dc,Logos Immonation/Einzelnes I/PNG transparenter HIntergrund/1.png,0162196808dcc3c2feedd7e3115548c856dcd2a9ef4c970ed73f70803bf2c617,assets/media-library/brand/immonation/immonation-mark-transparent-1.png,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-aa5765a333e6,Logos Immonation/Einzelnes I/PNG/2.png,aa5765a333e6228408fbc04ecdefbead25537c27b37897b2e161b5306469573c,assets/media-library/brand/immonation/immonation-mark-solid-2.png,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-f3e55de9d721,Logos Immonation/Immonation - Stempel Vorlage SW.png,f3e55de9d7214bfe2378ee7bae14db54d6957629bcee20a921e6e34117583c02,assets/media-library/brand/immonation/immonation-stamp-black-white.png,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-4e88e0687a15,Logos Immonation/LOGO Vektor.pdf,4e88e0687a15eade8136be6d9e37953b55ea8e6b78cd1e5c6bba4033763c867a,assets/media-library/brand/immonation/immonation-logo-vector.pdf,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-95409df78069,Logos Immonation/logo4.png,95409df780693f82ff0376ca06f5d56d19bf0326e826f020f3a6e581722d6a09,assets/media-library/brand/immonation/immonation-logo-variant-04.png,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-e297e1dacb45,Nischen für Google - KI Suchen/Nischen_.docx,e297e1dacb45b5490fca4a604c8ad5ee5d725eada8ed61c0601d28343cb5232d,docs/source-material/originals/content/nischen-fuer-google-ki-suchen/nischen-fuer-google-ki-suchen/nischen-fuer-google-ki-suchen-nischen.docx,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-d3bb75c4172e,Patent Immonation/Zertifikat Marke Immonation.PDF,d3bb75c4172e6d1f650a29d4f0859f3ede1c920443ac622411357846b98a72ef,assets/Zertifikat Marke Immonation.PDF,,no-public-derivative-identified,n/a,,Legal evidence only; never a public derivative.
cf-e859af64304c,Referenz Objekte/Adelsdorf/RMH - Reuthseering/_DSC2868.JPG,e859af64304c2aa8e6995b804f22f1b3e7604fdcecc009db8e614f079169c0bc,assets/media-library/references/adelsdorf/rmh-reuthseering/property-photo-01.jpg,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-7d7db2566e6e,Referenz Objekte/Adelsdorf/RMH - Reuthseering/_DSC2873.JPG,7d7db2566e6ebc6079035f39d103985717186a65883fd214784110f5b365c28d,assets/media-library/references/adelsdorf/rmh-reuthseering/property-photo-02.jpg,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-231f6e3afb9b,Referenz Objekte/Adelsdorf/RMH - Reuthseering/_DSC2889.JPG,231f6e3afb9bb8c183c59e0386e8ef418b0d9b8895a91b2de3686d123292ab2b,assets/media-library/references/adelsdorf/rmh-reuthseering/property-photo-03.jpg,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-76fb938ffe4d,Referenz Objekte/Bewertungen - Referenzobjekt Kunden .docx,76fb938ffe4d12cdbe29b5791eeb3d8e416a48a834769230e28b67993f4ab3a8,docs/source-material/originals/content/referenz-objekte/referenz-objekte/referenz-objekte-bewertungen-referenzobjekt-kunden.docx,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-ec2ff235ff46,Referenz Objekte/Deining/ETW Bürgermeister Keckl Str/11.jpg,ec2ff235ff4615608b2939ce4061fd19b400b0dc63645d3bad8bbd3acd8d9724,assets/media-library/references/deining/etw-buergermeister-keckl-str/property-photo-01.jpg,public/images/references/deining-neubauwohnung.webp,perceptual-fingerprint,verified-high,src/lib/content/references.ts,Cropped and resized WebP derivative.
cf-8532a14757f8,Referenz Objekte/Erlangen/ETW Luise Kisselbach Str/_DSC3092.JPG,8532a14757f8ee5fd41993c0b6a6afefdb6f8d9e031eafd6c632b9bee407a4a2,assets/media-library/references/erlangen/etw-luise-kisselbach-str/property-photo-01.jpg,public/images/references/erlangen-eigentumswohnung.webp,perceptual-fingerprint,verified-high,src/lib/content/references.ts,Cropped and resized WebP derivative.
cf-fb74678103a6,Referenz Objekte/Erlangen/ETW Luise Kisselbach Str/_DSC3112.JPG,fb74678103a641831683eb3a74d848a2657a64ec5288a50aa228b7fe928e9c27,assets/media-library/references/erlangen/etw-luise-kisselbach-str/property-photo-02.jpg,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-d3bbe2c41b1e,Referenz Objekte/Forchheim/ETW Spieläcker Str/_DSC2369.JPG,d3bbe2c41b1e946ec0f10ccb2687ddb4d27a828ccbcb77f28464fa38cd086f51,assets/media-library/references/forchheim/etw-spielaecker-str/property-photo-01.jpg,public/images/references/forchheim-eigentumswohnung.webp,perceptual-fingerprint,verified-high,src/lib/content/references.ts,Cropped and resized WebP derivative.
cf-beb9e4f4af9d,Referenz Objekte/Forchheim/Townhouse Katzensteinstraße/_DSC2243.JPG,beb9e4f4af9d0bc322a1a1fe9400bc7e7d52ab14acd1066b3e180c9b2fb58653,assets/media-library/references/forchheim/townhouse-katzensteinstrasse/property-photo-01.jpg,public/images/references/forchheim-reihenhaus.webp,perceptual-fingerprint,verified-high,src/lib/content/references.ts,Cropped and resized WebP derivative.
cf-b391b0d2cb08,Referenz Objekte/Forchheim/Townhouse Katzensteinstraße/_DSC2244.JPG,b391b0d2cb08f5f635b43fc06b26bed8ae9a4097ba4a2fdd95441948e6d422fa,assets/media-library/references/forchheim/townhouse-katzensteinstrasse/property-photo-02.jpg,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-ffc7296c03c4,Referenz Objekte/Fürth/ETW Kellermannstraße/_DSC0204.JPG,ffc7296c03c467c4201a82d30d1d39bff4aac43d05b89b859e5053a6b5c7cf42,assets/media-library/references/fuerth/etw-kellermannstrasse/property-photo-01.jpg,public/images/references/fuerth-altbauwohnung.webp,perceptual-fingerprint,verified-high,src/lib/content/references.ts,Cropped and resized WebP derivative.
cf-9e2913447883,Referenz Objekte/Fürth/ETW Kellermannstraße/_DSC0209.JPG,9e29134478839be92c5945b1be0473fe33a61a24275819bbd7613822e8fb9fd8,assets/media-library/references/fuerth/etw-kellermannstrasse/property-photo-02.jpg,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-7982712d9c8f,Referenz Objekte/Fürth/ETW Ludwigstraße/_DSC4063.jpg,7982712d9c8f5c12e29c50d365e9069ba6f34dc6746faf9f5af07270c95e9fd0,assets/media-library/references/fuerth/etw-ludwigstrasse/property-photo-01.jpg,public/images/references/fuerth-renovierte-wohnung.webp,perceptual-fingerprint,verified-high,src/lib/content/references.ts,Cropped and resized WebP derivative.
cf-7c13153b6082,Referenz Objekte/Fürth/ETW Ludwigstraße/_DSC4068.jpg,7c13153b608223863652db7b628b005ddfb7845c6ed8a90228359c87ccdf3456,assets/media-library/references/fuerth/etw-ludwigstrasse/property-photo-02.jpg,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-9b6be1f87cf3,Referenz Objekte/Fürth/ETW Ludwigstraße/_DSC4073.jpg,9b6be1f87cf31167ee1cf9b5d41cf295649f7fd1cefc834d9713f567298f9ef7,assets/media-library/references/fuerth/etw-ludwigstrasse/property-photo-03.jpg,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-c05878c8483b,Referenz Objekte/Fürth/Medizinisches Versorgungszentrum Fürth/_DSC0489.JPG,c05878c8483bf180c17234176b9954ea7fc59191c4c8712a16b877e44ecd65ca,assets/media-library/references/fuerth/medizinisches-versorgungszentrum-fuerth/property-photo-01.jpg,public/images/references/fuerth-versorgungszentrum.webp,perceptual-fingerprint,verified-high,src/lib/content/references.ts,Cropped and resized WebP derivative.
cf-a18317257f56,Referenz Objekte/Fürth/MFH Ottostraße/_DSC2845.JPG,a18317257f566db90c35b8ab5582c65f59c491c9033dad115d312886bc0c8ab4,assets/media-library/references/fuerth/mfh-ottostrasse/property-photo-01.jpg,public/images/references/fuerth-mehrfamilienhaus.webp,perceptual-fingerprint,verified-high,src/lib/content/references.ts,Cropped and resized WebP derivative.
cf-3aca95e7ef7a,Referenz Objekte/Heroldsbach/ZFH Am Vogelherd/_DSC3863.jpg,3aca95e7ef7abba880604efffda8d6e2d50ab690eca66d5c501c9fa429299db5,assets/media-library/references/heroldsbach/zfh-am-vogelherd/property-photo-01.jpg,public/images/references/heroldsbach-mehrfamilienhaus.webp,perceptual-fingerprint,verified-high,src/lib/content/references.ts,Cropped and resized WebP derivative.
cf-9bcb5d232cde,Referenz Objekte/Heroldsbach/ZFH Am Vogelherd/_DSC3877.jpg,9bcb5d232cde1b86f373bf130b2418b9b864519676d3a1cdd5999d08231aeb46,assets/media-library/references/heroldsbach/zfh-am-vogelherd/property-photo-02.jpg,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-94c5ebd59aae,Referenz Objekte/Immonation_Referenztexte.docx,94c5ebd59aae320185fe05ebc1b11550b41c96af7b7d19e3cc678a25451dbc31,docs/source-material/originals/content/referenz-objekte/referenz-objekte/referenz-objekte-immonation-referenztexte.docx,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-e8550cb35c95,Referenz Objekte/Langenzenn/ETW Lenzenstraße/11111111.JPG,e8550cb35c95a460369b2b57dc354be40418534eebbfb313f0cc7c04d699efb9,assets/media-library/references/langenzenn/etw-lenzenstrasse/property-photo-01.jpg,public/images/references/langenzenn-terrassenwohnung.webp,perceptual-fingerprint,verified-high,src/lib/content/references.ts,Cropped and resized WebP derivative.
cf-895ef201e078,Referenz Objekte/Langenzenn/ETW Lenzenstraße/9999999.JPG,895ef201e078a4231d2c98084f0ba9f7b1dd6c5536d0dc5c1287374da5e2db01,assets/media-library/references/langenzenn/etw-lenzenstrasse/property-photo-02.jpg,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-25e14d28ba1b,Referenz Objekte/Nürnberg/EFH Seidelbastweg/_DSC3904.jpg,25e14d28ba1bdb79b7d2531bd1506c9594335f24c453dc0364998a6e14b00ea5,assets/media-library/references/nuernberg/efh-seidelbastweg/property-photo-02.jpg,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-f953cf66b994,Referenz Objekte/Nürnberg/EFH Seidelbastweg/DJI_0028-2.jpg,f953cf66b9949229e68544a0f87b99fd7c7083bdf326163bac9b3b3cc39fb0e5,assets/media-library/references/nuernberg/efh-seidelbastweg/property-photo-01.jpg,public/images/references/nuernberg-einfamilienhaus.webp,visual-inspection,verified-high,src/lib/content/references.ts,Cropped and resized WebP derivative of the aerial photograph.
cf-993f17fe36fa,Referenz Objekte/Nürnberg/ETW Stabiusstraße/_DSC6043.jpg,993f17fe36fab2057fdb5abf830119449c12ead85c1ad3ce51b9adfc6db946f3,assets/media-library/references/nuernberg/etw-stabiusstrasse/property-photo-01.jpg,public/images/references/nuernberg-eigentumswohnung.webp,perceptual-fingerprint,verified-high,src/lib/content/references.ts,Cropped and resized WebP derivative.
cf-c6d49c6e7976,Referenz Objekte/Nürnberg/ETW Züricher Str. 40/_DSC5188.jpg,c6d49c6e7976cfee3de7bc28ac45ee90226b196249ac62a1b9ed876ec52af56c,assets/media-library/references/nuernberg/etw-zuericher-str-40/property-photo-01.jpg,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-223f1e9c4644,Referenz Objekte/Nürnberg/REH Siebenbürger Str/_DSC2275.JPG,223f1e9c4644da1bc15d92f4eca61c78ff20c84c527fcb2a2576b504b80b456e,assets/media-library/references/nuernberg/reh-siebenbuerger-str/property-photo-01.jpg,public/images/references/nuernberg-reihenendhaus.webp,perceptual-fingerprint,verified-high,src/lib/content/references.ts,Cropped and resized WebP derivative.
cf-6dd1f8a65824,Referenz Objekte/Nürnberg/REH Siebenbürger Str/_DSC2299.JPG,6dd1f8a6582411778e7a8dd1fa6dd37623e4ab8902da81c2f7d8e4fab52c686f,assets/media-library/references/nuernberg/reh-siebenbuerger-str/property-photo-02.jpg,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-6eb31ac92d01,Referenz Objekte/Nürnberg/RMH Haderastraße/_DSC9345-HDR.jpg,6eb31ac92d0105c7bf4c618a5a27ebd058fd88267289d938136c6d33e3c25978,assets/media-library/references/nuernberg/rmh-haderastrasse/property-photo-01.jpg,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-44d16f19c71f,Referenz Objekte/Nürnberg/RMH Wörnitzstraße/_DSC6085.jpg,44d16f19c71f3c59feb937cbe12aee4c2627e666b001b7b86ca46095d9af953d,assets/media-library/references/nuernberg/rmh-woernitzstrasse/property-photo-01.jpg,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-a636c4a54be0,Referenz Objekte/Oberasbach/EFH Bucher Straße/22222222.JPG,a636c4a54be0c40cf3c424c7f9bed28521d026deaa11e5c70fe52678e408723b,assets/media-library/references/oberasbach/efh-bucher-strasse/property-photo-01.jpg,public/images/references/oberasbach-einfamilienhaus.webp,perceptual-fingerprint-and-visual-inspection,verified-high,src/lib/content/references.ts,Cropped and resized WebP derivative.
cf-d00706062580,Referenz Objekte/Oberasbach/EFH Bucher Straße/5555555.JPG,d0070606258078f03b2525bae8264023c4eb3c2b2337d2160b8bc90d6cdcb43c,assets/media-library/references/oberasbach/efh-bucher-strasse/property-photo-02.jpg,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-21373cb91616,Referenz Objekte/Zirndorf/Gutenbergstraße/_DSC4622.jpg,21373cb91616a28271db75592eeb568cd8dee639a1cbcc8773f0cc60ccf14184,assets/media-library/references/zirndorf/gutenbergstrasse/property-photo-01.jpg,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-9da02ac67c1b,Referenz Objekte/Zirndorf/Homburger Str/_DSC1853.JPG,9da02ac67c1b3775e68c3731b555813814743b84b370530b6897b94af0367ad0,assets/media-library/references/zirndorf/homburger-str/property-photo-01.jpg,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-272c4bbf894a,Referenz Objekte/Zirndorf/Homburger Str/_DSC1854.JPG,272c4bbf894a617d443d4487f29b67b040100a4dbf7ef1ff8fbdc35bdd3c989c,assets/media-library/references/zirndorf/homburger-str/property-photo-02.jpg,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-b9ebe2a12a21,Referenz Objekte/Zirndorf/Marienbader Str/4444.JPG,b9ebe2a12a215f4b0f18708db3d210d5ae1368e5e0e359cd7caf884fece7a2ac,assets/media-library/references/zirndorf/marienbader-str/property-photo-01.jpg,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-e8cc4cdbe7f1,Referenz Objekte/Zirndorf/Marienbader Str/_DSC2643.JPG,e8cc4cdbe7f19474c697385f8d2c3ba3c6be8d58d1d48532522ad38d6062f9c2,assets/media-library/references/zirndorf/marienbader-str/property-photo-02.jpg,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-84f9d4bb45e0,Referenz Objekte/Zirndorf/Vogelherdstraße/_DSC7024.jpg,84f9d4bb45e0bfd764856513683b7ccf17adaf59fb47aaf2a5c73f46a8b2ac7c,assets/media-library/references/zirndorf/vogelherdstrasse/property-photo-01.jpg,public/images/references/zirndorf-gartenwohnung.webp,perceptual-fingerprint,verified-high,src/app/[locale]/references/page.tsx; src/lib/content/references.ts,Cropped and resized WebP derivative.
cf-d1359bc4509e,Referenz Objekte/Zirndorf/Vogelherdstraße/_DSC7051.jpg,d1359bc4509eef9bb3974ab17e28ea854564551b18a4bff720139af1f5253575,assets/media-library/references/zirndorf/vogelherdstrasse/property-photo-02.jpg,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-defa8e6a2b35,Spende Schulbildung Uganda/IMG_0012.HEIC,defa8e6a2b358b8b14ee4767d118387211d5bb4a22a702f24a6303274196ef0a,assets/media-library/community/uganda-school-support/img-0012.heic,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-d7ef832c09df,Spende Schulbildung Uganda/IMG_0019.HEIC,d7ef832c09df8dc390232057e9e266bcc22381cf2ddbae825851cffd653cd813,assets/media-library/community/uganda-school-support/img-0019.heic,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-7753be476dd1,Spende Schulbildung Uganda/IMG_0817.JPG.jpeg,7753be476dd14da333141a4bc074dad96ee948696915cbc37aaee3b66cdf6ad7,assets/media-library/community/uganda-school-support/img-0817-jpg.jpg,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-8e36036cf683,Spende Schulbildung Uganda/IMG_9998.HEIC,8e36036cf683f2ef87f2d73c653d4634b1f39af5c20b32405cb4b221f29956a2,assets/media-library/community/uganda-school-support/img-9998.heic,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-19abf3c62057,Sponsoring TSV Zirndorf Bundesathleten/Autogrammkarte Eni Kuske.png,19abf3c620570f18a99f84616f67012211500ef6956c5d395fc86d3d16615e5c,assets/media-library/community/tsv-zirndorf/autogrammkarte-eni-kuske.png,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
cf-df0a03175a85,Sponsoring TSV Zirndorf Bundesathleten/ERFOLGE Amelie Giese.png,df0a03175a8573e31c601bb67b37038ae7070820a1fc3fa8abad1f29fedf3d4a,assets/media-library/community/tsv-zirndorf/erfolge-amelie-giese.png,,no-public-derivative-identified,n/a,,Curated source may still be reusable; no verified public derivative is recorded.
